 stabbr, psuid, wt_nrdad, lolv, lnlv, hhmn, lolvnliv, r_type, grnd_cn, singmult, r_res3, lowflor, bldg_age, r_basemt, basentr, gaswthtr, tight, ventfreq
WI    ,            83,    7512.148,       0.636,       3.356,       0.711, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  5    
WI    ,            83,    7512.148,       2.400,       2.400,       1.856, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
WI    ,            83,    7512.148,       2.277,       2.277,       1.511, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    , 94    ,  1    ,  5    
WI    ,            83,    7766.006,       0.365,       0.365,       0.365, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  2    , 77    ,  2    ,  2    ,  5    
WI    ,            83,    7766.006,       0.595,       0.595,       0.595, 2     , 77    , 2     , 1     , 1     ,  3    ,  5    ,  2    , 77    , 94    ,  1    ,  4    
WI    ,            83,    7766.006,       0.085,       0.085,       0.085, 2     , 77    , 2     , 1     , 1     ,  3    ,  4    ,  2    , 77    ,  2    ,  2    ,  4    
WI    ,            83,    7878.340,       0.419,       1.947,       0.419, 1     , 77    , 1     , 1     , 1     ,  1    ,  4    ,  1    ,  1    ,  2    ,  2    ,  4    
WI    ,            83,    7512.148,       0.726,       0.726,       0.632, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  4    
WI    ,            83,    7878.340,       0.730,       1.433,       0.730, 1     , 77    , 1     , 1     , 1     ,  1    ,  5    ,  1    ,  1    ,  1    ,  3    ,  5    
WI    ,            83,    7878.340,       1.908,       1.908,       1.631, 2     , 77    , 1     , 1     , 1     ,  1    , 94    ,  1    ,  1    ,  2    ,  3    ,  4    
WI    ,            83,    7878.340,       0.612,       0.612,       0.446, 2     , 77    , 1     , 1     , 1     ,  1    ,  5    ,  1    ,  1    ,  2    ,  2    ,  2    
WI    ,            83,    7766.006,       0.282,       0.282,       0.282, 2     , 77    , 2     , 1     , 1     ,  2    ,  2    , 94    , 77    ,  2    ,  3    ,  5    
WI    ,            83,    7766.006,       0.612,       0.612,       0.612, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  2    , 77    ,  2    ,  2    ,  3    
WI    ,            83,    6372.037,       0.350,       0.350,       0.350, 2     , 77    , 2     , 1     , 1     ,  3    ,  4    ,  2    , 77    ,  2    ,  3    ,  3    
WI    ,            83,    6372.037,       0.233,       0.233,       0.233, 2     , 77    , 2     , 1     , 1     ,  3    , 94    ,  2    , 77    , 94    ,  3    ,  4    
WI    ,            83,    6372.037,       0.362,       0.362,       0.362, 2     , 77    , 2     , 1     , 1     ,  2    , 94    ,  2    , 77    ,  2    ,  2    ,  5    
WI    ,            83,    5632.189,       4.808,       4.808,       3.770, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  1    
AR    ,            89,   16445.426,       0.798,       0.798,       0.798, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  3    
AR    ,            89,   16445.426,       0.387,       0.387,       0.399, 2     ,  2    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    ,  3    
AR    ,            89,   16445.426,       0.378,       0.378,       0.378, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  1    
AR    ,            89,   16445.426,       0.685,       0.685,       0.685, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  1    
AR    ,            89,   16445.426,       0.161,       0.161,       0.161, 2     ,  1    , 1     , 2     , 3     ,  5    ,  2    ,  2    , 77    ,  1    ,  2    ,  2    
AR    ,            89,   16445.426,       0.270,       0.270,       0.270, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  2    ,  2    
AR    ,            89,   16445.426,       0.128,       0.128,       0.128, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    ,  1    
AR    ,            89,   16445.426,       0.314,       0.314,       0.314, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  4    
AR    ,            89,   16445.426,       0.068,       0.068,       0.068, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    ,  4    
AR    ,            89,   14371.902,       0.182,       0.182,       0.182, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    ,  1    
AR    ,            89,   14371.902,       0.394,       0.394,       0.394, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    ,  4    
AR    ,            89,   14371.902,       0.908,       0.908,       0.908, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   16445.426,       0.992,       0.992,       0.992, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    ,  4    
AR    ,            89,   16445.426,       1.846,       1.846,       1.846, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    , 98    
AR    ,            89,   16445.426,       0.233,       0.233,       0.233, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  4    
AR    ,            89,   16042.920,       0.535,       0.535,       0.561, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
AR    ,            89,   16445.426,       0.322,       0.322,       0.322, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  1    
AR    ,            89,   16445.426,       1.063,       1.063,       1.063, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  3    ,  1    
AR    ,            89,   49134.707,       0.375,       0.375,       0.375, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   49134.707,       0.201,       0.201,       0.201, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  2    
AR    ,            89,   49134.707,       0.099,       0.099,       0.099, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  2    
AR    ,            89,   49134.707,       0.115,       0.115,       0.115, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  2    ,  3    
AR    ,            89,   49134.707,       0.273,       0.273,       0.273, 2     ,  1    , 1     , 2     , 3     , 77    , 98    ,  2    , 77    ,  1    ,  2    ,  3    
AR    ,            89,   49134.707,       0.328,       0.328,       0.328, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   49134.707,       0.280,       0.280,       0.280, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  3    
AR    ,            89,   49134.707,       0.012,       0.012,       0.012, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  2    
AR    ,            89,   49134.707,       0.278,       0.278,       0.278, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  1    
AR    ,            89,   49134.707,       1.377,       1.377,       1.377, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  5    
AR    ,            89,   49134.707,       0.300,       0.300,       0.300, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  1    
AR    ,            89,   49134.707,       0.091,       0.091,       0.091, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  2    
AR    ,            89,   49134.707,       0.424,       0.424,       0.424, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  1    
AR    ,            89,   16445.426,       0.490,       0.490,       0.490, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  4    
AR    ,            89,   16445.426,       1.513,       1.513,       1.513, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   16445.426,       0.472,       0.472,       0.472, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   16445.426,       0.841,       0.841,       0.841, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    ,  2    ,  1    ,  1    ,  5    
AR    ,            89,   16445.426,       0.982,       0.982,       0.982, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  5    
AR    ,            89,   16445.426,       0.383,       0.383,       0.383, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   16445.426,       1.573,       1.573,       1.573, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  5    
AR    ,            89,   16445.426,       1.183,       1.183,       1.183, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  2    
AR    ,            89,   17038.853,       0.392,       0.392,       0.392, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  5    
AR    ,            89,   17038.853,       0.468,       0.468,       0.468, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   17038.853,       0.772,       0.772,       0.772, 2     , 77    , 1     , 2     , 2     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  3    
AR    ,            89,   17038.853,       0.757,       0.757,       0.757, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  1    ,  1    ,  5    
AR    ,            89,   17038.853,       0.564,       0.564,       0.564, 2     , 77    , 1     , 2     , 2     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
AR    ,            89,   17038.853,       0.938,       0.938,       0.938, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
AR    ,            89,   17038.853,       0.316,       0.316,       0.316, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  1    ,  2    ,  5    
AR    ,            89,   17038.853,       0.238,       0.238,       0.238, 2     , 77    , 1     , 2     , 2     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  3    
AR    ,            89,   17038.853,       0.706,       0.706,       0.706, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  5    
AR    ,            89,   16621.822,       0.755,       0.755,       0.755, 2     ,  4    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  2    ,  2    ,  1    ,  5    
AR    ,            89,   17038.853,       1.245,       1.245,       1.245, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  5    
AR    ,            89,   17038.853,       0.239,       0.239,       0.239, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   17038.853,       0.194,       0.194,       0.214, 2     ,  4    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
AR    ,            89,   16445.426,       0.923,       0.923,       0.923, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   16445.426,       1.475,       1.475,       1.475, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   16445.426,       1.177,       1.177,       1.177, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  4    
AR    ,            89,   16445.426,       0.392,       0.392,       0.392, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  1    
AR    ,            89,   16445.426,       5.248,       5.248,       5.248, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  5    
AR    ,            89,   16445.426,       1.453,       1.453,       1.453, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  4    
AR    ,            89,   16445.426,       0.819,       0.819,       0.819, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  5    
AR    ,            89,   16445.426,       2.134,       2.134,       2.134, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  5    
TX    ,            94,   16445.426,       0.308,       0.308,       0.308, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  4    
TX    ,            94,   16445.426,       0.568,       0.568,       0.568, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
TX    ,            94,   16445.426,       0.229,       0.229,       0.229, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
TX    ,            94,   16445.426,       0.157,       0.157,       0.157, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  1    
TX    ,            94,   16445.426,       0.127,       0.127,       0.127, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  2    
TX    ,            94,   16445.426,       0.450,       0.450,       0.450, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  5    
TX    ,            94,   22490.476,       0.152,       0.152,       0.209, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  2    ,  3    
TX    ,            94,   22490.476,       0.148,       0.148,       0.087, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  2    ,  3    
TX    ,            94,   22490.476,       0.577,       0.577,       0.577, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  2    ,  4    
TX    ,            94,   22490.476,       0.025,       0.025,       0.142, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  2    ,  4    
TX    ,            94,   15784.426,       0.090,       0.090,       0.090, 2     , 77    , 2     , 1     , 1     ,  2    ,  3    ,  2    , 77    ,  2    ,  1    ,  3    
TX    ,            94,   15784.426,       0.146,       0.146,       0.146, 2     , 77    , 2     , 1     , 1     ,  2    , 94    ,  2    , 77    ,  2    ,  1    ,  1    
TX    ,            94,   16445.426,       0.000,       0.000,       0.037, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  4    
TX    ,            94,   16445.426,       0.049,       0.049,       0.049, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  1    
TX    ,            94,   16445.426,       0.035,       0.035,       0.035, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  1    
TX    ,            94,   16445.426,       0.228,       0.228,       0.228, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  3    
TX    ,            94,   16445.426,       0.247,       0.247,       0.268, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
TX    ,            94,   16445.426,       0.397,       0.397,       0.397, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  4    
TX    ,            94,   16445.426,       0.121,       0.121,       0.121, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
TX    ,            94,   22490.476,       0.204,       0.204,       0.204, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  4    
TX    ,            94,   22490.476,       0.054,       0.054,       0.054, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  1    
TX    ,            94,   22490.476,       0.545,       0.545,       0.545, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  5    
